ad_id,clicks,impressions,date_start,date_stop,website_ctr,reach,frequency,spend,publisher_platform,actions_link_click,actions_post_engagement,actions_page_engagement,actions_onsite_conversion.post_save,actions_post_reaction,action_values_offsite_conversion.fb_pixel_add_to_cart,action_values_offsite_conversion.fb_pixel_initiate_checkout,action_values_offsite_conversion.fb_pixel_view_content,action_values_omni_add_to_cart,action_values_omni_initiated_checkout,action_values_omni_view_content,action_values_add_to_cart,action_values_initiate_checkout,actions_offsite_conversion.fb_pixel_add_to_cart,actions_offsite_conversion.fb_pixel_initiate_checkout,actions_offsite_conversion.fb_pixel_view_content,actions_add_to_cart,actions_initiate_checkout,actions_landing_page_view,actions_view_content,actions_post,action_values_offsite_conversion.fb_pixel_add_payment_info,action_values_offsite_conversion.fb_pixel_purchase,action_values_add_payment_info,actions_offsite_conversion.fb_pixel_add_payment_info,actions_offsite_conversion.fb_pixel_purchase,actions_purchase,actions_offsite_conversion.fb_pixel_search,actions_search,actions_offsite_conversion.fb_pixel_lead,actions_comment
23850952234260035,1,199,2022-02-07,2022-02-07,0.502513,198,1.005051,50.12,instagram,1.0,3.0,3.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
23850952234260035,0,1,2022-02-07,2022-02-07,,1,1.0,0.03,messenger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23850952234260035,0,2,2022-02-07,2022-02-07,,2,1.0,0.38,unknown,,,,,,,,2999.0,,,2999.0,,,,,1.0,,,2.0,1.0,,,,,,,,,,,
23850952234280035,3,38,2022-02-07,2022-02-07,7.894737,29,1.310345,27.11,audience_network,3.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23850952234280035,0,177,2022-02-07,2022-02-07,,177,1.0,92.86,facebook,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23850952234280035,1,142,2022-02-07,2022-02-07,0.704225,142,1.0,30.86,instagram,1.0,2.0,2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
23850952234280035,0,0,2022-02-07,2022-02-07,,0,0.0,0.0,unknown,,,,,,,,7998.0,,,7998.0,,,,,2.0,,,2.0,2.0,,,,,,,,,,,
23850952308400035,0,44,2022-02-07,2022-02-07,,40,1.1,29.23,audience_network,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23850952308400035,0,81,2022-02-07,2022-02-07,,81,1.0,41.75,facebook,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23850952308400035,0,75,2022-02-07,2022-02-07,,75,1.0,19.21,instagram,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23850952308400035,0,1,2022-02-07,2022-02-07,,1,1.0,0.2,unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23850952308430035,0,20,2022-02-07,2022-02-07,,16,1.25,3.48,audience_network,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23850952308430035,0,58,2022-02-07,2022-02-07,,56,1.035714,44.1,facebook,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23850952308430035,0,40,2022-02-07,2022-02-07,,40,1.0,39.18,instagram,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23850952308480035,0,14,2022-02-07,2022-02-07,,11,1.272727,4.34,audience_network,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23850952308480035,1,65,2022-02-07,2022-02-07,1.538462,63,1.031746,43.59,facebook,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23850952308480035,2,49,2022-02-07,2022-02-07,2.040816,47,1.042553,40.28,instagram,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23850952308480035,0,0,2022-02-07,2022-02-07,,0,0.0,0.0,unknown,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,
23850952355900035,0,35,2022-02-07,2022-02-07,,29,1.206897,32.81,audience_network,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23850952355900035,0,111,2022-02-07,2022-02-07,,110,1.009091,57.96,facebook,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23850952355900035,0,39,2022-02-07,2022-02-07,,39,1.0,24.5,instagram,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23850952355910035,2,45,2022-02-07,2022-02-07,4.444444,41,1.097561,16.58,audience_network,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23850952355910035,0,102,2022-02-07,2022-02-07,,101,1.009901,58.58,facebook,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23850952355910035,2,122,2022-02-07,2022-02-07,1.639344,121,1.008264,39.7,instagram,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23850952355910035,0,0,2022-02-07,2022-02-07,,0,0.0,0.0,unknown,,,,,,3999.0,,7998.0,3999.0,,7998.0,3999.0,,2.0,,2.0,2.0,,3.0,2.0,,,,,,,,,,,
23850952358870035,0,36,2022-02-07,2022-02-07,,30,1.2,2.73,audience_network,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23850952358870035,1,155,2022-02-07,2022-02-07,0.645161,151,1.02649,91.52,facebook,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23850952358870035,0,44,2022-02-07,2022-02-07,,44,1.0,20.19,instagram,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23850952358880035,1,38,2022-02-07,2022-02-07,2.631579,35,1.085714,22.73,audience_network,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23850952358880035,0,149,2022-02-07,2022-02-07,,145,1.027586,66.3,facebook,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23850952358880035,2,144,2022-02-07,2022-02-07,1.388889,143,1.006993,32.09,instagram,2.0,4.0,4.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
23850952358880035,0,1,2022-02-07,2022-02-07,,1,1.0,0.62,unknown,,,,,,,,6998.0,,,6998.0,,,,,2.0,,,4.0,2.0,,,,,,,,,,,
23850952403370035,0,3,2022-02-07,2022-02-07,,2,1.5,1.21,audience_network,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23850952403370035,8,261,2022-02-07,2022-02-07,2.298851,251,1.039841,219.07,facebook,6.0,6.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23850952403370035,3,113,2022-02-07,2022-02-07,2.654867,109,1.036697,28.65,instagram,3.0,4.0,4.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
23850952403370035,0,1,2022-02-07,2022-02-07,,1,1.0,0.07,unknown,,,,,,,,21996.0,,,21996.0,,,,,7.0,,,5.0,7.0,,,,,,,,,,,
23850952403390035,0,3,2022-02-07,2022-02-07,,3,1.0,0.51,audience_network,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23850952403390035,4,259,2022-02-07,2022-02-07,1.544402,250,1.036,280.67,facebook,4.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23850952403390035,1,48,2022-02-07,2022-02-07,2.083333,48,1.0,10.69,instagram,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23850952403390035,0,1,2022-02-07,2022-02-07,,1,1.0,0.16,unknown,,,,,,,,10998.0,,,10998.0,,,,,4.0,,,4.0,4.0,,,,,,,,,,,
23850952403400035,0,5,2022-02-07,2022-02-07,,4,1.25,11.37,audience_network,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23850952403400035,5,202,2022-02-07,2022-02-07,2.475248,195,1.035897,215.18,facebook,5.0,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23850952403400035,0,77,2022-02-07,2022-02-07,,76,1.013158,25.6,instagram,,2.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
23850952403400035,0,1,2022-02-07,2022-02-07,,1,1.0,0.27,unknown,,,,,,,,10997.0,,,10997.0,,,,,4.0,,,3.0,4.0,,,,,,,,,,,
23850952407270035,0,3,2022-02-07,2022-02-07,,3,1.0,2.65,audience_network,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23850952407270035,14,204,2022-02-07,2022-02-07,3.921569,197,1.035533,258.04,facebook,8.0,9.0,9.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
23850952407270035,0,76,2022-02-07,2022-02-07,,74,1.027027,18.85,instagram,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23850952407270035,0,1,2022-02-07,2022-02-07,,1,1.0,0.29,unknown,,,,,,,,30993.0,,,30993.0,,,,,13.0,,,7.0,13.0,,,,,,,,,,,
23850952407290035,0,1,2022-02-07,2022-02-07,,1,1.0,0.01,audience_network,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23850952407290035,9,240,2022-02-07,2022-02-07,2.5,232,1.034483,220.66,facebook,6.0,6.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23850952407290035,1,105,2022-02-07,2022-02-07,0.952381,104,1.009615,28.34,instagram,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23850952407290035,0,1,2022-02-07,2022-02-07,,1,1.0,0.53,messenger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23850952407290035,0,1,2022-02-07,2022-02-07,,1,1.0,0.03,unknown,,,,,,,,17996.0,,,17996.0,,,,,8.0,,,5.0,8.0,,,,,,,,,,,
23850952421430035,0,2,2022-02-07,2022-02-07,,2,1.0,0.11,audience_network,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23850952421430035,16,480,2022-02-07,2022-02-07,1.458333,403,1.191067,131.62,facebook,7.0,11.0,11.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,
23850952421430035,9,232,2022-02-07,2022-02-07,2.586207,217,1.069124,109.95,instagram,6.0,10.0,10.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,
23850952421430035,0,5,2022-02-07,2022-02-07,,5,1.0,0.06,messenger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23850952421430035,0,2,2022-02-07,2022-02-07,,2,1.0,0.74,unknown,,,,,,,,58489.0,,,58489.0,,,,,20.0,,,9.0,20.0,,,,,,,,,,,
23850952429830035,1,7,2022-02-07,2022-02-07,14.285714,7,1.0,43.55,audience_network,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23850952429830035,9,252,2022-02-07,2022-02-07,3.174603,243,1.037037,174.03,facebook,8.0,8.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23850952429830035,0,48,2022-02-07,2022-02-07,,48,1.0,21.26,instagram,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23850952429830035,0,1,2022-02-07,2022-02-07,,1,1.0,0.02,messenger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23850952429830035,0,2,2022-02-07,2022-02-07,,2,1.0,0.86,unknown,,,,,,,,32994.0,,,32994.0,,,,,9.0,,,5.0,9.0,,,,,,,,,,,
23850952429850035,0,1,2022-02-07,2022-02-07,,1,1.0,20.67,audience_network,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23850952429850035,7,239,2022-02-07,2022-02-07,1.67364,233,1.025751,207.84,facebook,4.0,5.0,5.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
23850952429850035,2,95,2022-02-07,2022-02-07,2.105263,94,1.010638,47.49,instagram,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23850952429850035,0,1,2022-02-07,2022-02-07,,1,1.0,0.07,unknown,,,,,,,,9997.0,,,9997.0,,,,,6.0,,,6.0,6.0,,,,,,,,,,,
23850952429860035,0,1,2022-02-07,2022-02-07,,1,1.0,5.08,audience_network,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23850952429860035,9,295,2022-02-07,2022-02-07,2.372881,287,1.027875,223.32,facebook,7.0,7.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23850952429860035,0,80,2022-02-07,2022-02-07,,79,1.012658,17.78,instagram,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23850952429860035,0,1,2022-02-07,2022-02-07,,1,1.0,0.02,messenger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23850952429860035,0,1,2022-02-07,2022-02-07,,1,1.0,0.06,unknown,,,,,,,,6998.0,,,6998.0,,,,,4.0,,,5.0,4.0,,,,,,,,,,,
23850952429870035,0,1,2022-02-07,2022-02-07,,1,1.0,0.25,audience_network,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23850952429870035,3,191,2022-02-07,2022-02-07,1.570681,185,1.032432,187.42,facebook,3.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23850952429870035,2,78,2022-02-07,2022-02-07,2.564103,78,1.0,170.26,instagram,2.0,3.0,3.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
23850952429870035,0,3,2022-02-07,2022-02-07,,3,1.0,1.2,unknown,,,,,,,7999.0,19997.0,,7999.0,19997.0,,7999.0,,2.0,7.0,,2.0,5.0,7.0,,7999.0,7999.0,7999.0,2.0,1.0,1.0,,,,
23850952429880035,9,228,2022-02-07,2022-02-07,3.508772,220,1.036364,258.31,facebook,8.0,8.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23850952429880035,2,77,2022-02-07,2022-02-07,1.298701,76,1.013158,20.51,instagram,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23850952429880035,0,1,2022-02-07,2022-02-07,,1,1.0,0.29,messenger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23850952429880035,0,1,2022-02-07,2022-02-07,,1,1.0,0.43,unknown,,,,,,,,7999.0,,,7999.0,,,,,2.0,,,7.0,2.0,,,,,,,,,,,
23850875657320035,0,19,2022-02-08,2022-02-08,,15,1.266667,4.4173,audience_network,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23850875657320035,17,608,2022-02-08,2022-02-08,1.315789,493,1.233266,178.5209,facebook,8.0,10.0,10.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
23850875657320035,26,1163,2022-02-08,2022-02-08,1.375752,1074,1.082868,301.935477,instagram,16.0,29.0,29.0,3.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,
23850875657320035,0,47,2022-02-08,2022-02-08,,44,1.068182,0.189884,messenger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23850875657320035,0,4,2022-02-08,2022-02-08,,3,1.333333,5.826439,unknown,,,,,,2999.0,2999.0,111971.0,2999.0,2999.0,111971.0,2999.0,2999.0,2.0,2.0,46.0,2.0,2.0,18.0,46.0,,2999.0,2999.0,2999.0,2.0,1.0,1.0,,,,
23850875842970035,0,0,2022-02-08,2022-02-08,,0,0.0,0.0,unknown,,,,,,,,,,,,,,,,5.0,,,,5.0,,,,,,,,,,,
23850941330930035,0,0,2022-02-08,2022-02-08,,0,0.0,0.0,unknown,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,
23850952234250035,0,32,2022-02-08,2022-02-08,,26,1.230769,2.029801,audience_network,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23850952234250035,2,222,2022-02-08,2022-02-08,0.900901,211,1.052133,84.791679,facebook,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23850952234250035,5,1252,2022-02-08,2022-02-08,0.239617,1220,1.02623,320.778522,instagram,3.0,11.0,11.0,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,
23850952234250035,0,1,2022-02-08,2022-02-08,,1,1.0,0.019998,messenger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23850952234250035,0,0,2022-02-08,2022-02-08,,0,0.0,0.0,unknown,,,,,,,,11997.0,,,11997.0,,,,,3.0,,,4.0,3.0,,,,,,,,,,,
23850952234260035,1,14,2022-02-08,2022-02-08,7.142857,13,1.076923,1.679395,audience_network,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23850952234260035,1,186,2022-02-08,2022-02-08,0.537634,172,1.081395,84.439585,facebook,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23850952234260035,14,1101,2022-02-08,2022-02-08,0.726612,1073,1.026095,302.451056,instagram,8.0,11.0,11.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
23850952234260035,0,5,2022-02-08,2022-02-08,,5,1.0,0.029989,messenger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23850952234260035,0,1,2022-02-08,2022-02-08,,1,1.0,0.069975,unknown,,,,,,,2999.0,58984.0,,2999.0,58984.0,,2999.0,,1.0,17.0,,1.0,11.0,17.0,,,,,,,,,,,
23850952234280035,3,78,2022-02-08,2022-02-08,3.846154,60,1.3,7.65,audience_network,3.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23850952234280035,4,389,2022-02-08,2022-02-08,1.028278,367,1.059946,148.39,facebook,4.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23850952234280035,10,1184,2022-02-08,2022-02-08,0.591216,1146,1.033159,262.51,instagram,7.0,12.0,12.0,3.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
23850952234280035,0,0,2022-02-08,2022-02-08,,0,0.0,0.0,unknown,,,,,,,,18995.0,,,18995.0,,,,,5.0,,,6.0,5.0,,,,,,,,,,,
23850952308400035,0,21,2022-02-08,2022-02-08,,15,1.4,0.91,audience_network,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23850952308400035,0,109,2022-02-08,2022-02-08,,106,1.028302,49.37,facebook,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23850952308400035,0,29,2022-02-08,2022-02-08,,29,1.0,12.1,instagram,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
23850952308430035,0,18,2022-02-08,2022-02-08,,15,1.2,0.8,audience_network,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23850952308430035,3,158,2022-02-08,2022-02-08,1.898734,150,1.053333,66.79,facebook,3.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23850952308430035,1,44,2022-02-08,2022-02-08,,44,1.0,22.34,instagram,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23850952308430035,0,1,2022-02-08,2022-02-08,,1,1.0,0.07,messenger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23850952308430035,0,0,2022-02-08,2022-02-08,,0,0.0,0.0,unknown,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,
23850952308480035,0,16,2022-02-08,2022-02-08,,10,1.6,0.29,audience_network,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23850952308480035,4,96,2022-02-08,2022-02-08,4.166667,87,1.103448,59.42,facebook,4.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23850952308480035,0,56,2022-02-08,2022-02-08,,56,1.0,50.29,instagram,,2.0,2.0,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,
23850952308480035,0,1,2022-02-08,2022-02-08,,1,1.0,0.08,messenger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23850952308480035,0,1,2022-02-08,2022-02-08,,1,1.0,0.02,unknown,,,,,,10997.0,3999.0,9997.0,10997.0,3999.0,9997.0,10997.0,3999.0,5.0,1.0,4.0,5.0,1.0,2.0,4.0,,,,,,,,,,,
23850952355900035,1,51,2022-02-08,2022-02-08,1.960784,39,1.307692,2.84,audience_network,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23850952355900035,3,237,2022-02-08,2022-02-08,0.843882,229,1.034934,125.41,facebook,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23850952355900035,2,38,2022-02-08,2022-02-08,2.631579,38,1.0,8.56,instagram,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23850952355900035,0,0,2022-02-08,2022-02-08,,0,0.0,0.0,unknown,,,,,,,,5998.0,,,5998.0,,,,,2.0,,,1.0,2.0,,,,,,,,,,,
23850952355910035,0,24,2022-02-08,2022-02-08,,23,1.043478,1.03,audience_network,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23850952355910035,2,183,2022-02-08,2022-02-08,1.092896,161,1.136646,79.58,facebook,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23850952355910035,15,1497,2022-02-08,2022-02-08,0.668003,1462,1.02394,266.8,instagram,10.0,14.0,14.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
23850952355910035,0,5,2022-02-08,2022-02-08,,5,1.0,0.05,messenger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23850952355910035,0,1,2022-02-08,2022-02-08,,1,1.0,0.14,unknown,,,,,,,,35991.0,,,35991.0,,,,,9.0,,,7.0,9.0,,,,,,,,,,,
23850952358870035,0,41,2022-02-08,2022-02-08,,30,1.366667,0.72,audience_network,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23850952358870035,3,176,2022-02-08,2022-02-08,1.704545,165,1.066667,113.25,facebook,3.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23850952358870035,0,61,2022-02-08,2022-02-08,,60,1.016667,12.29,instagram,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23850952358870035,0,0,2022-02-08,2022-02-08,,0,0.0,0.0,unknown,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,
23850952358880035,1,33,2022-02-08,2022-02-08,3.030303,29,1.137931,2.82,audience_network,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23850952358880035,4,279,2022-02-08,2022-02-08,1.792115,259,1.07722,126.03,facebook,5.0,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23850952358880035,9,1205,2022-02-08,2022-02-08,0.580913,1183,1.018597,236.56,instagram,7.0,14.0,14.0,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,
23850952358880035,0,3,2022-02-08,2022-02-08,,3,1.0,0.07,messenger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23850952358880035,0,0,2022-02-08,2022-02-08,,0,0.0,0.0,unknown,,,,,,,,26993.0,,,26993.0,,,,,7.0,,,10.0,7.0,,,,,,,,,,,
23850952403370035,0,5,2022-02-08,2022-02-08,,5,1.0,3.02,audience_network,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23850952403370035,14,876,2022-02-08,2022-02-08,0.799087,791,1.107459,451.06,facebook,7.0,7.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23850952403370035,4,107,2022-02-08,2022-02-08,2.803738,107,1.0,31.76,instagram,3.0,4.0,4.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
23850952403370035,0,2,2022-02-08,2022-02-08,,2,1.0,0.06,messenger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23850952403370035,0,3,2022-02-08,2022-02-08,,3,1.0,3.76,unknown,,,,,,,,29993.0,,,29993.0,,,,,13.0,,,8.0,13.0,,,,,,,,,,,
23850952403390035,0,18,2022-02-08,2022-02-08,,16,1.125,42.6,audience_network,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23850952403390035,20,768,2022-02-08,2022-02-08,1.302083,732,1.04918,402.39,facebook,10.0,11.0,11.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
23850952403390035,4,141,2022-02-08,2022-02-08,2.12766,141,1.0,43.72,instagram,3.0,4.0,4.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
23850952403390035,0,1,2022-02-08,2022-02-08,,1,1.0,0.18,unknown,,,,,,,2999.0,22994.0,,2999.0,22994.0,,2999.0,,1.0,11.0,,1.0,8.0,11.0,,,,,,,,,,,
23850952403400035,1,2,2022-02-08,2022-02-08,50.0,2,1.0,2.45,audience_network,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23850952403400035,28,853,2022-02-08,2022-02-08,2.227433,799,1.067584,392.19,facebook,19.0,19.0,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23850952403400035,5,215,2022-02-08,2022-02-08,1.395349,214,1.004673,81.34,instagram,3.0,4.0,4.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
23850952403400035,0,5,2022-02-08,2022-02-08,,5,1.0,0.51,messenger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23850952403400035,0,6,2022-02-08,2022-02-08,,6,1.0,5.73,unknown,,,,,,,,70984.0,,,70984.0,,,,,27.0,,,18.0,27.0,,,,,,,,,,,
23850952407270035,24,891,2022-02-08,2022-02-08,1.571268,834,1.068345,428.33,facebook,14.0,17.0,17.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
23850952407270035,5,181,2022-02-08,2022-02-08,1.657459,179,1.011173,49.68,instagram,3.0,5.0,5.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
23850952407270035,0,3,2022-02-08,2022-02-08,,3,1.0,0.13,messenger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23850952407270035,0,1,2022-02-08,2022-02-08,,1,1.0,0.25,unknown,,,,,,,,54982.0,,,54982.0,,,,,27.0,,,11.0,27.0,,,,,,,,1.0,1.0,,
23850952407290035,0,7,2022-02-08,2022-02-08,,6,1.166667,2.09,audience_network,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23850952407290035,15,849,2022-02-08,2022-02-08,1.295642,786,1.080153,427.0,facebook,11.0,11.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23850952407290035,8,187,2022-02-08,2022-02-08,2.673797,183,1.021858,60.4,instagram,5.0,6.0,6.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
23850952407290035,0,6,2022-02-08,2022-02-08,,6,1.0,1.84,messenger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23850952407290035,0,1,2022-02-08,2022-02-08,,1,1.0,0.21,unknown,,,,,,,,19994.0,,,19994.0,,,,,10.0,,,9.0,10.0,,,,,,,,,,,
23850952421430035,0,4,2022-02-08,2022-02-08,,3,1.333333,0.349867,audience_network,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23850952421430035,32,820,2022-02-08,2022-02-08,2.317073,542,1.512915,332.283727,facebook,19.0,24.0,24.0,1.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,
23850952421430035,16,262,2022-02-08,2022-02-08,5.725191,220,1.190909,167.036524,instagram,15.0,21.0,21.0,1.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,
23850952421430035,0,14,2022-02-08,2022-02-08,,14,1.0,0.069973,messenger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23850952421430035,0,1,2022-02-08,2022-02-08,,1,1.0,0.239909,unknown,,,,,,,,181972.0,,,181972.0,,,,,51.0,,,26.0,51.0,,,,,,,,,,,
23850952429830035,4,16,2022-02-08,2022-02-08,25.0,15,1.066667,68.88,audience_network,4.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23850952429830035,10,792,2022-02-08,2022-02-08,0.883838,758,1.044855,423.34,facebook,7.0,7.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23850952429830035,4,104,2022-02-08,2022-02-08,3.846154,104,1.0,40.55,instagram,4.0,7.0,7.0,2.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,
23850952429830035,0,1,2022-02-08,2022-02-08,,1,1.0,1.64,messenger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
